geneName,module,mgi_symbol,gene_biotype,module.char,mod.color
ENSMUSG00000000088,2,Cox5a,protein_coding,02,blue
ENSMUSG00000000148,17,Brat1,protein_coding,17,grey60
ENSMUSG00000000149,18,Gna12,protein_coding,18,lightgreen
ENSMUSG00000000157,1,Itgb2l,protein_coding,01,turquoise
ENSMUSG00000000171,5,Sdhd,protein_coding,05,green
ENSMUSG00000000184,6,Ccnd2,protein_coding,06,red
ENSMUSG00000000194,15,Gpr107,protein_coding,15,midnightblue
ENSMUSG00000000202,19,Btbd17,protein_coding,19,lightyellow
ENSMUSG00000000204,3,Slfn4,protein_coding,03,brown
ENSMUSG00000000244,16,Tspan32,protein_coding,16,lightcyan
ENSMUSG00000000248,1,Clec2g,protein_coding,01,turquoise
ENSMUSG00000000253,6,Gmpr,protein_coding,06,red
ENSMUSG00000000275,11,Trim25,protein_coding,11,greenyellow
ENSMUSG00000000278,18,Scpep1,protein_coding,18,lightgreen
ENSMUSG00000000295,10,Hddc2,protein_coding,10,purple
ENSMUSG00000000303,12,Cdh1,protein_coding,12,tan
ENSMUSG00000000305,24,Cdh4,protein_coding,24,darkgrey
ENSMUSG00000000318,20,Clec10a,protein_coding,20,royalblue
ENSMUSG00000000320,24,Alox12,protein_coding,24,darkgrey
ENSMUSG00000000355,5,Mcts1,protein_coding,05,green
ENSMUSG00000000365,12,Rnf17,protein_coding,12,tan
ENSMUSG00000000399,2,Ndufa9,protein_coding,02,blue
ENSMUSG00000000409,3,Lck,protein_coding,03,brown
ENSMUSG00000000420,9,Galnt1,protein_coding,09,magenta
ENSMUSG00000000440,6,Pparg,protein_coding,06,red
ENSMUSG00000000441,17,Raf1,protein_coding,17,grey60
ENSMUSG00000000486,3,Sept1,protein_coding,03,brown
ENSMUSG00000000489,9,Pdgfb,protein_coding,09,magenta
ENSMUSG00000000530,18,Acvrl1,protein_coding,18,lightgreen
ENSMUSG00000000538,23,Tom1l2,protein_coding,23,darkturquoise
ENSMUSG00000000552,2,Zfp385a,protein_coding,02,blue
ENSMUSG00000000562,2,Adora3,protein_coding,02,blue
ENSMUSG00000000563,5,Atp5pb,protein_coding,05,green
ENSMUSG00000000594,18,Gm2a,protein_coding,18,lightgreen
ENSMUSG00000000627,7,Sema4f,protein_coding,07,black
ENSMUSG00000000628,1,Hk2,protein_coding,01,turquoise
ENSMUSG00000000631,1,Myo18a,protein_coding,01,turquoise
ENSMUSG00000000673,3,Haao,protein_coding,03,brown
ENSMUSG00000000730,16,Dnmt3l,protein_coding,16,lightcyan
ENSMUSG00000000782,3,Tcf7,protein_coding,03,brown
ENSMUSG00000000791,9,Il12rb1,protein_coding,09,magenta
ENSMUSG00000000794,6,Kcnn3,protein_coding,06,red
ENSMUSG00000000804,1,Usp32,protein_coding,01,turquoise
ENSMUSG00000000805,6,Car4,protein_coding,06,red
ENSMUSG00000000817,3,Fasl,protein_coding,03,brown
ENSMUSG00000000823,1,Zfp512b,protein_coding,01,turquoise
ENSMUSG00000000861,1,Bcl11a,protein_coding,01,turquoise
ENSMUSG00000000869,13,Il4,protein_coding,13,salmon
ENSMUSG00000000876,6,Pxmp4,protein_coding,06,red
ENSMUSG00000000884,13,Gnb1l,protein_coding,13,salmon
ENSMUSG00000000902,2,Smarcb1,protein_coding,02,blue
ENSMUSG00000000915,1,Hip1r,protein_coding,01,turquoise
ENSMUSG00000000957,18,Mmp14,protein_coding,18,lightgreen
ENSMUSG00000000958,2,Slc7a7,protein_coding,02,blue
ENSMUSG00000000976,9,Heatr6,protein_coding,09,magenta
ENSMUSG00000000982,6,Ccl3,protein_coding,06,red
ENSMUSG00000001034,16,Mapk7,protein_coding,16,lightcyan
ENSMUSG00000001056,2,Nhp2,protein_coding,02,blue
ENSMUSG00000001065,0,Zfp276,protein_coding,00,grey
ENSMUSG00000001105,2,Ift20,protein_coding,02,blue
ENSMUSG00000001123,2,Lgals9,protein_coding,02,blue
ENSMUSG00000001128,16,Cfp,protein_coding,16,lightcyan
ENSMUSG00000001134,2,Uxt,protein_coding,02,blue
ENSMUSG00000001138,10,Cnnm3,protein_coding,10,purple
ENSMUSG00000001150,1,Mcm3ap,protein_coding,01,turquoise
ENSMUSG00000001156,1,Mxd1,protein_coding,01,turquoise
ENSMUSG00000001175,2,Calm1,protein_coding,02,blue
ENSMUSG00000001211,7,Agpat3,protein_coding,07,black
ENSMUSG00000001228,1,Uhrf1,protein_coding,01,turquoise
ENSMUSG00000001247,6,Lsr,protein_coding,06,red
ENSMUSG00000001248,7,Gramd1a,protein_coding,07,black
ENSMUSG00000001270,9,Ckb,protein_coding,09,magenta
ENSMUSG00000001280,20,Sp1,protein_coding,20,royalblue
ENSMUSG00000001281,9,Itgb7,protein_coding,09,magenta
ENSMUSG00000001289,10,Pfdn5,protein_coding,10,purple
ENSMUSG00000001300,3,Efnb2,protein_coding,03,brown
ENSMUSG00000001305,5,Rrp15,protein_coding,05,green
ENSMUSG00000001380,4,Hars,protein_coding,04,yellow
ENSMUSG00000001383,10,Zmat2,protein_coding,10,purple
ENSMUSG00000001419,3,Mef2d,protein_coding,03,brown
ENSMUSG00000001420,2,Tmem79,protein_coding,02,blue
ENSMUSG00000001440,18,Kpnb1,protein_coding,18,lightgreen
ENSMUSG00000001444,3,Tbx21,protein_coding,03,brown
ENSMUSG00000001473,18,Tubb6,protein_coding,18,lightgreen
ENSMUSG00000001507,3,Itga3,protein_coding,03,brown
ENSMUSG00000001521,20,Tulp3,protein_coding,20,royalblue
ENSMUSG00000001524,5,Gtf2h4,protein_coding,05,green
ENSMUSG00000001525,2,Tubb5,protein_coding,02,blue
ENSMUSG00000001542,8,Ell2,protein_coding,08,pink
ENSMUSG00000001588,3,Acap1,protein_coding,03,brown
ENSMUSG00000001627,5,Ifrd1,protein_coding,05,green
ENSMUSG00000001632,1,Brpf1,protein_coding,01,turquoise
ENSMUSG00000001642,6,Akr1b3,protein_coding,06,red
ENSMUSG00000001700,3,Gramd3,protein_coding,03,brown
ENSMUSG00000001707,5,Eef1e1,protein_coding,05,green
ENSMUSG00000001741,3,Il16,protein_coding,03,brown
ENSMUSG00000001751,14,Naglu,protein_coding,14,cyan
ENSMUSG00000001755,2,Coasy,protein_coding,02,blue
ENSMUSG00000001783,4,Rtcb,protein_coding,04,yellow
ENSMUSG00000001785,4,Pwp1,protein_coding,04,yellow
ENSMUSG00000001847,4,Rac1,protein_coding,04,yellow
ENSMUSG00000001855,1,Nup214,protein_coding,01,turquoise
ENSMUSG00000001870,3,Ltbp1,protein_coding,03,brown
ENSMUSG00000001891,4,Ugp2,protein_coding,04,yellow
ENSMUSG00000001901,24,Kcnh6,protein_coding,24,darkgrey
ENSMUSG00000001909,10,Trmt1,protein_coding,10,purple
ENSMUSG00000001918,1,Slc1a5,protein_coding,01,turquoise
ENSMUSG00000001946,1,Esam,protein_coding,01,turquoise
ENSMUSG00000001948,5,Spa17,protein_coding,05,green
ENSMUSG00000001995,1,Sipa1l2,protein_coding,01,turquoise
ENSMUSG00000001999,6,Blvra,protein_coding,06,red
ENSMUSG00000002007,7,Srpk3,protein_coding,07,black
ENSMUSG00000002010,5,Idh3g,protein_coding,05,green
ENSMUSG00000002012,7,Pnck,protein_coding,07,black
ENSMUSG00000002014,2,Ssr4,protein_coding,02,blue
ENSMUSG00000002033,3,Cd3g,protein_coding,03,brown
ENSMUSG00000002052,1,Supt6,protein_coding,01,turquoise
ENSMUSG00000002055,1,Spag5,protein_coding,01,turquoise
ENSMUSG00000002058,6,Unc119,protein_coding,06,red
ENSMUSG00000002064,2,Sdf2,protein_coding,02,blue
ENSMUSG00000002068,8,Ccne1,protein_coding,08,pink
ENSMUSG00000002076,0,Hsf2bp,protein_coding,00,grey
ENSMUSG00000002083,11,Bbc3,protein_coding,11,greenyellow
ENSMUSG00000002102,14,Psmc3,protein_coding,14,cyan
ENSMUSG00000002103,18,Acp2,protein_coding,18,lightgreen
ENSMUSG00000002104,20,Rapsn,protein_coding,20,royalblue
ENSMUSG00000002109,1,Ddb2,protein_coding,01,turquoise
ENSMUSG00000002129,15,Sf3a1,protein_coding,15,midnightblue
ENSMUSG00000002221,1,Paxip1,protein_coding,01,turquoise
ENSMUSG00000002228,11,Ppm1j,protein_coding,11,greenyellow
ENSMUSG00000002233,6,Rhoc,protein_coding,06,red
ENSMUSG00000002257,1,Def6,protein_coding,01,turquoise
ENSMUSG00000002279,2,Lmf1,protein_coding,02,blue
ENSMUSG00000002308,10,Cd320,protein_coding,10,purple
ENSMUSG00000002332,14,Dhrs1,protein_coding,14,cyan
ENSMUSG00000002343,16,Armc6,protein_coding,16,lightcyan
ENSMUSG00000002416,2,Ndufb2,protein_coding,02,blue
ENSMUSG00000002458,5,Rgs19,protein_coding,05,green
ENSMUSG00000002475,6,Abhd3,protein_coding,06,red
ENSMUSG00000002477,2,Snrpd1,protein_coding,02,blue
ENSMUSG00000002496,17,Tsc2,protein_coding,17,grey60
ENSMUSG00000002500,6,Rpl3l,protein_coding,06,red
ENSMUSG00000002504,6,Slc9a3r2,protein_coding,06,red
ENSMUSG00000002602,17,Axl,protein_coding,17,grey60
ENSMUSG00000002603,2,Tgfb1,protein_coding,02,blue
ENSMUSG00000002625,7,Akap8l,protein_coding,07,black
ENSMUSG00000002728,5,Naa20,protein_coding,05,green
ENSMUSG00000002778,2,Kdelr1,protein_coding,02,blue
ENSMUSG00000002803,24,Btbd6,protein_coding,24,darkgrey
ENSMUSG00000002812,15,Flii,protein_coding,15,midnightblue
ENSMUSG00000002820,3,Atg4d,protein_coding,03,brown
ENSMUSG00000002844,18,Adprh,protein_coding,18,lightgreen
ENSMUSG00000002846,2,Timmdc1,protein_coding,02,blue
ENSMUSG00000002885,9,Adgre5,protein_coding,09,magenta
ENSMUSG00000002897,1,Il17ra,protein_coding,01,turquoise
ENSMUSG00000002944,2,Cd36,protein_coding,02,blue
ENSMUSG00000002980,11,Bcam,protein_coding,11,greenyellow
ENSMUSG00000002981,18,Clptm1,protein_coding,18,lightgreen
ENSMUSG00000002985,8,Apoe,protein_coding,08,pink
ENSMUSG00000003038,6,Hmgn2,protein_coding,06,red
ENSMUSG00000003062,5,Stard3nl,protein_coding,05,green
ENSMUSG00000003072,2,Atp5d,protein_coding,02,blue
ENSMUSG00000003134,9,Tbc1d8,protein_coding,09,magenta
ENSMUSG00000003153,3,Slc2a3,protein_coding,03,brown
ENSMUSG00000003154,1,Foxj2,protein_coding,01,turquoise
ENSMUSG00000003161,6,Sri,protein_coding,06,red
ENSMUSG00000003206,20,Ebi3,protein_coding,20,royalblue
ENSMUSG00000003226,1,Ranbp2,protein_coding,01,turquoise
ENSMUSG00000003228,17,Grk5,protein_coding,17,grey60
ENSMUSG00000003283,14,Hck,protein_coding,14,cyan
ENSMUSG00000003299,2,Mrpl4,protein_coding,02,blue
ENSMUSG00000003309,21,Ap1m2,protein_coding,21,darkred
ENSMUSG00000003316,15,Glg1,protein_coding,15,midnightblue
ENSMUSG00000003344,7,Btbd2,protein_coding,07,black
ENSMUSG00000003345,6,Csnk1g2,protein_coding,06,red
ENSMUSG00000003355,6,Fkbp11,protein_coding,06,red
ENSMUSG00000003379,3,Cd79a,protein_coding,03,brown
ENSMUSG00000003380,2,Rabac1,protein_coding,02,blue
ENSMUSG00000003382,1,Etv3,protein_coding,01,turquoise
ENSMUSG00000003429,2,Rps11,protein_coding,02,blue
ENSMUSG00000003444,2,Med29,protein_coding,02,blue
ENSMUSG00000003484,8,Cyp4f18,protein_coding,08,pink
ENSMUSG00000003500,3,Impdh1,protein_coding,03,brown
ENSMUSG00000003545,2,Fosb,protein_coding,02,blue
ENSMUSG00000003549,10,Ercc1,protein_coding,10,purple
ENSMUSG00000003559,18,As3mt,protein_coding,18,lightgreen
ENSMUSG00000003585,12,Sec14l2,protein_coding,12,tan
ENSMUSG00000003604,10,Aven,protein_coding,10,purple
ENSMUSG00000003617,8,Cp,protein_coding,08,pink
ENSMUSG00000003660,1,Snrnp200,protein_coding,01,turquoise
ENSMUSG00000003746,9,Man1a,protein_coding,09,magenta
ENSMUSG00000003778,1,Brd8,protein_coding,01,turquoise
ENSMUSG00000003779,15,Kif20a,protein_coding,15,midnightblue
ENSMUSG00000003808,11,Farsa,protein_coding,11,greenyellow
ENSMUSG00000003812,2,Dnase2a,protein_coding,02,blue
ENSMUSG00000003813,2,Rad23a,protein_coding,02,blue
ENSMUSG00000003814,2,Calr,protein_coding,02,blue
ENSMUSG00000003847,1,Nfat5,protein_coding,01,turquoise
ENSMUSG00000003848,4,Nob1,protein_coding,04,yellow
ENSMUSG00000003863,7,Ppfia3,protein_coding,07,black
ENSMUSG00000003873,2,Bax,protein_coding,02,blue
ENSMUSG00000003882,9,Il7r,protein_coding,09,magenta
ENSMUSG00000003970,2,Rpl8,protein_coding,02,blue
ENSMUSG00000003992,3,Ssbp2,protein_coding,03,brown
ENSMUSG00000004032,6,Gstm5,protein_coding,06,red
ENSMUSG00000004040,1,Stat3,protein_coding,01,turquoise
ENSMUSG00000004044,13,Cavin1,protein_coding,13,salmon
ENSMUSG00000004056,3,Akt2,protein_coding,03,brown
ENSMUSG00000004070,2,Hmox2,protein_coding,02,blue
ENSMUSG00000004096,2,Cwc15,protein_coding,02,blue
ENSMUSG00000004105,20,Angptl2,protein_coding,20,royalblue
ENSMUSG00000004110,3,Cacna1e,protein_coding,03,brown
ENSMUSG00000004187,1,Kifc2,protein_coding,01,turquoise
ENSMUSG00000004207,19,Psap,protein_coding,19,lightyellow
ENSMUSG00000004233,0,Wars2,protein_coding,00,grey
ENSMUSG00000004317,17,Clcn5,protein_coding,17,grey60
ENSMUSG00000004359,9,Spic,protein_coding,09,magenta
ENSMUSG00000004383,11,Large1,protein_coding,11,greenyellow
ENSMUSG00000004393,14,Ddx56,protein_coding,14,cyan
ENSMUSG00000004446,15,Bid,protein_coding,15,midnightblue
ENSMUSG00000004455,11,Ppp1cc,protein_coding,11,greenyellow
ENSMUSG00000004460,5,Dnajb11,protein_coding,05,green
ENSMUSG00000004530,19,Coro1c,protein_coding,19,lightyellow
ENSMUSG00000004558,13,Ndrg2,protein_coding,13,salmon
ENSMUSG00000004565,17,Pnpla6,protein_coding,17,grey60
ENSMUSG00000004568,3,Arhgef18,protein_coding,03,brown
ENSMUSG00000004612,3,Nkg7,protein_coding,03,brown
ENSMUSG00000004633,9,Chn2,protein_coding,09,magenta
ENSMUSG00000004655,3,Aqp1,protein_coding,03,brown
ENSMUSG00000004665,3,Cnn2,protein_coding,03,brown
ENSMUSG00000004677,1,Myo9b,protein_coding,01,turquoise
ENSMUSG00000004730,18,Adgre1,protein_coding,18,lightgreen
ENSMUSG00000004789,14,Dlst,protein_coding,14,cyan
ENSMUSG00000004815,1,Dgkq,protein_coding,01,turquoise
ENSMUSG00000004837,3,Grap,protein_coding,03,brown
ENSMUSG00000004843,4,Chmp2b,protein_coding,04,yellow
ENSMUSG00000004865,21,Srpk1,protein_coding,21,darkred
ENSMUSG00000004933,21,Matk,protein_coding,21,darkred
ENSMUSG00000005043,9,Sgsh,protein_coding,09,magenta
ENSMUSG00000005045,17,Chd5,protein_coding,17,grey60
ENSMUSG00000005054,2,Cstb,protein_coding,02,blue
ENSMUSG00000005057,18,Sh2b2,protein_coding,18,lightgreen
ENSMUSG00000005089,7,Slc1a2,protein_coding,07,black
ENSMUSG00000005102,15,Eif2ak4,protein_coding,15,midnightblue
ENSMUSG00000005103,8,Wdr1,protein_coding,08,pink
ENSMUSG00000005125,1,Ndrg1,protein_coding,01,turquoise
ENSMUSG00000005142,18,Man2b1,protein_coding,18,lightgreen
ENSMUSG00000005161,2,Prdx2,protein_coding,02,blue
ENSMUSG00000005198,17,Polr2a,protein_coding,17,grey60
ENSMUSG00000005237,13,Dnah2,protein_coding,13,salmon
ENSMUSG00000005267,16,Zfp287,protein_coding,16,lightcyan
ENSMUSG00000005354,2,Txn2,protein_coding,02,blue
ENSMUSG00000005360,1,Slc1a3,protein_coding,01,turquoise
ENSMUSG00000005410,20,Mcm5,protein_coding,20,royalblue
ENSMUSG00000005417,1,Mprip,protein_coding,01,turquoise
ENSMUSG00000005465,3,Il27ra,protein_coding,03,brown
ENSMUSG00000005483,3,Dnajb1,protein_coding,03,brown
ENSMUSG00000005510,2,Ndufs3,protein_coding,02,blue
ENSMUSG00000005540,3,Fcer2a,protein_coding,03,brown
ENSMUSG00000005566,2,Trim28,protein_coding,02,blue
ENSMUSG00000005580,21,Adcy9,protein_coding,21,darkred
ENSMUSG00000005609,1,Ctr9,protein_coding,01,turquoise
ENSMUSG00000005621,1,Zfp592,protein_coding,01,turquoise
ENSMUSG00000005656,4,Snx6,protein_coding,04,yellow
ENSMUSG00000005667,5,Mthfd2,protein_coding,05,green
ENSMUSG00000005682,1,Pan2,protein_coding,01,turquoise
ENSMUSG00000005683,19,Cs,protein_coding,19,lightyellow
ENSMUSG00000005686,1,Ampd3,protein_coding,01,turquoise
ENSMUSG00000005696,3,Sh2d1a,protein_coding,03,brown
ENSMUSG00000005732,2,Ranbp1,protein_coding,02,blue
ENSMUSG00000005763,3,Cd247,protein_coding,03,brown
ENSMUSG00000005774,23,Rfx5,protein_coding,23,darkturquoise
ENSMUSG00000005779,2,Psmb4,protein_coding,02,blue
ENSMUSG00000005800,4,Mmp8,protein_coding,04,yellow
ENSMUSG00000005871,3,Apc,protein_coding,03,brown
ENSMUSG00000005873,6,Reep5,protein_coding,06,red
ENSMUSG00000005881,2,Ergic3,protein_coding,02,blue
ENSMUSG00000005883,1,Spo11,protein_coding,01,turquoise
ENSMUSG00000005886,24,Ncoa2,protein_coding,24,darkgrey
ENSMUSG00000005897,5,Nr2c1,protein_coding,05,green
ENSMUSG00000005949,4,Ctns,protein_coding,04,yellow
ENSMUSG00000005950,6,P2rx5,protein_coding,06,red
ENSMUSG00000005973,16,Rcn1,protein_coding,16,lightcyan
ENSMUSG00000005980,9,Dnase1,protein_coding,09,magenta
ENSMUSG00000005982,4,Naa60,protein_coding,04,yellow
ENSMUSG00000006019,1,Dhx34,protein_coding,01,turquoise
ENSMUSG00000006057,2,Atp5g1,protein_coding,02,blue
ENSMUSG00000006058,2,Snf8,protein_coding,02,blue
ENSMUSG00000006095,2,Tbcb,protein_coding,02,blue
ENSMUSG00000006134,1,Crkl,protein_coding,01,turquoise
ENSMUSG00000006154,20,Eps8l1,protein_coding,20,royalblue
ENSMUSG00000006169,9,Clint1,protein_coding,09,magenta
ENSMUSG00000006205,9,Htra1,protein_coding,09,magenta
ENSMUSG00000006219,2,Fblim1,protein_coding,02,blue
ENSMUSG00000006235,10,Epor,protein_coding,10,purple
ENSMUSG00000006289,2,Osgep,protein_coding,02,blue
ENSMUSG00000006301,6,Tmbim1,protein_coding,06,red
ENSMUSG00000006304,2,Arpc2,protein_coding,02,blue
ENSMUSG00000006315,2,Tmem147,protein_coding,02,blue
ENSMUSG00000006333,2,Rps9,protein_coding,02,blue
ENSMUSG00000006342,1,Susd2,protein_coding,01,turquoise
ENSMUSG00000006356,10,Crip2,protein_coding,10,purple
ENSMUSG00000006360,2,Crip1,protein_coding,02,blue
ENSMUSG00000006390,2,Elovl1,protein_coding,02,blue
ENSMUSG00000006392,2,Med8,protein_coding,02,blue
ENSMUSG00000006398,24,Cdc20,protein_coding,24,darkgrey
ENSMUSG00000006418,3,Rnf114,protein_coding,03,brown
ENSMUSG00000006445,7,Epha2,protein_coding,07,black
ENSMUSG00000006476,21,Nsmf,protein_coding,21,darkred
ENSMUSG00000006585,24,Cdt1,protein_coding,24,darkgrey
ENSMUSG00000006589,2,Aprt,protein_coding,02,blue
ENSMUSG00000006599,14,Gtf2h1,protein_coding,14,cyan
ENSMUSG00000006611,9,Hfe,protein_coding,09,magenta
ENSMUSG00000006641,11,Slc5a6,protein_coding,11,greenyellow
ENSMUSG00000006676,17,Usp19,protein_coding,17,grey60
ENSMUSG00000006699,4,Cdc42,protein_coding,04,yellow
ENSMUSG00000006728,2,Cdk4,protein_coding,02,blue
ENSMUSG00000006736,2,Tspan31,protein_coding,02,blue
ENSMUSG00000006782,1,Cnp,protein_coding,01,turquoise
ENSMUSG00000006800,12,Sulf2,protein_coding,12,tan
ENSMUSG00000006850,11,Tmco6,protein_coding,11,greenyellow
ENSMUSG00000006931,10,P3h4,protein_coding,10,purple
ENSMUSG00000006932,19,Ctnnb1,protein_coding,19,lightyellow
ENSMUSG00000006998,15,Psmd2,protein_coding,15,midnightblue
ENSMUSG00000007029,1,Vars,protein_coding,01,turquoise
ENSMUSG00000007034,6,Slc44a4,protein_coding,06,red
ENSMUSG00000007041,2,Clic1,protein_coding,02,blue
ENSMUSG00000007415,2,Gatad1,protein_coding,02,blue
ENSMUSG00000007458,19,M6pr,protein_coding,19,lightyellow
ENSMUSG00000007476,10,Lrrc8a,protein_coding,10,purple
ENSMUSG00000007564,14,Ppp2r1a,protein_coding,14,cyan
ENSMUSG00000007591,10,Tssk4,protein_coding,10,purple
ENSMUSG00000007610,1,Gtpbp3,protein_coding,01,turquoise
ENSMUSG00000007646,0,Rad51c,protein_coding,00,grey
ENSMUSG00000007656,10,Arpp19,protein_coding,10,purple
ENSMUSG00000007739,4,Cct4,protein_coding,04,yellow
ENSMUSG00000007815,5,Rhoa,protein_coding,05,green
ENSMUSG00000007817,1,Zmiz1,protein_coding,01,turquoise
ENSMUSG00000007837,2,Prrg2,protein_coding,02,blue
ENSMUSG00000007867,10,Ift43,protein_coding,10,purple
ENSMUSG00000007872,3,Id3,protein_coding,03,brown
ENSMUSG00000007880,3,Arid1a,protein_coding,03,brown
ENSMUSG00000007892,2,Rplp1,protein_coding,02,blue
ENSMUSG00000007950,3,Abhd8,protein_coding,03,brown
ENSMUSG00000008036,2,Ap2s1,protein_coding,02,blue
ENSMUSG00000008193,3,Spib,protein_coding,03,brown
ENSMUSG00000008206,3,Cers4,protein_coding,03,brown
ENSMUSG00000008301,4,Phax,protein_coding,04,yellow
ENSMUSG00000008398,9,Elk3,protein_coding,09,magenta
ENSMUSG00000008450,10,Nutf2,protein_coding,10,purple
ENSMUSG00000008682,2,Rpl10,protein_coding,02,blue
ENSMUSG00000008683,2,Rps15a,protein_coding,02,blue
ENSMUSG00000008822,22,Acyp1,protein_coding,22,darkgreen
ENSMUSG00000008855,1,Hdac5,protein_coding,01,turquoise
ENSMUSG00000008859,2,Rala,protein_coding,02,blue
ENSMUSG00000008892,4,Vdac3,protein_coding,04,yellow
ENSMUSG00000008999,13,Bmp7,protein_coding,13,salmon
ENSMUSG00000009013,2,Dynll1,protein_coding,02,blue
ENSMUSG00000009035,17,Tmem184b,protein_coding,17,grey60
ENSMUSG00000009112,17,Bcl2l13,protein_coding,17,grey60
ENSMUSG00000009185,8,Ccl8,protein_coding,08,pink
ENSMUSG00000009292,21,Trpm2,protein_coding,21,darkred
ENSMUSG00000009293,10,Ube2g2,protein_coding,10,purple
ENSMUSG00000009376,1,Met,protein_coding,01,turquoise
ENSMUSG00000009418,1,Nav1,protein_coding,01,turquoise
ENSMUSG00000009470,8,Tnpo1,protein_coding,08,pink
ENSMUSG00000009545,21,Kcnq1,protein_coding,21,darkred
ENSMUSG00000009555,4,Cdk9,protein_coding,04,yellow
ENSMUSG00000009563,6,Tor2a,protein_coding,06,red
ENSMUSG00000009621,1,Vav2,protein_coding,01,turquoise
ENSMUSG00000009628,3,Tex15,protein_coding,03,brown
ENSMUSG00000009630,10,Ppp2cb,protein_coding,10,purple
ENSMUSG00000009633,3,G0s2,protein_coding,03,brown
ENSMUSG00000009647,20,Mcu,protein_coding,20,royalblue
ENSMUSG00000009681,24,Bcr,protein_coding,24,darkgrey
ENSMUSG00000009772,15,Nuak2,protein_coding,15,midnightblue
ENSMUSG00000009863,14,Sdhb,protein_coding,14,cyan
ENSMUSG00000009927,2,Rps25,protein_coding,02,blue
ENSMUSG00000009941,0,Nxf2,protein_coding,00,grey
ENSMUSG00000010045,18,Tmem115,protein_coding,18,lightgreen
ENSMUSG00000010048,0,Ifrd2,protein_coding,00,grey
ENSMUSG00000010051,20,Hyal1,protein_coding,20,royalblue
ENSMUSG00000010097,1,Nxf1,protein_coding,01,turquoise
ENSMUSG00000010307,14,Tmem86a,protein_coding,14,cyan
ENSMUSG00000010461,16,Eya4,protein_coding,16,lightcyan
ENSMUSG00000010529,24,Gm266,protein_coding,24,darkgrey
ENSMUSG00000010607,2,Pigyl,protein_coding,02,blue
ENSMUSG00000010651,12,Acaa1b,protein_coding,12,tan
ENSMUSG00000010660,16,Plcd1,protein_coding,16,lightcyan
ENSMUSG00000010663,15,Fads1,protein_coding,15,midnightblue
ENSMUSG00000010751,12,Tnfrsf22,protein_coding,12,tan
ENSMUSG00000010755,5,Cars,protein_coding,05,green
ENSMUSG00000010797,1,Wnt2,protein_coding,01,turquoise
ENSMUSG00000010830,6,Kdelr3,protein_coding,06,red
ENSMUSG00000010911,14,Apip,protein_coding,14,cyan
ENSMUSG00000011096,2,Akt1s1,protein_coding,02,blue
ENSMUSG00000011114,6,Tbrg1,protein_coding,06,red
ENSMUSG00000011148,9,Adssl1,protein_coding,09,magenta
ENSMUSG00000011154,19,Cfap161,protein_coding,19,lightyellow
ENSMUSG00000011158,3,Brf1,protein_coding,03,brown
ENSMUSG00000011179,22,Odc1,protein_coding,22,darkgreen
ENSMUSG00000011254,22,Thg1l,protein_coding,22,darkgreen
ENSMUSG00000011256,9,Adam19,protein_coding,09,magenta
ENSMUSG00000011267,13,Zfp296,protein_coding,13,salmon
ENSMUSG00000011751,13,Sptbn4,protein_coding,13,salmon
ENSMUSG00000011752,5,Pgam1,protein_coding,05,green
ENSMUSG00000011831,4,Evi5,protein_coding,04,yellow
ENSMUSG00000011884,6,Gltp,protein_coding,06,red
ENSMUSG00000011958,4,Bnip2,protein_coding,04,yellow
ENSMUSG00000012017,13,Scarf2,protein_coding,13,salmon
ENSMUSG00000012126,7,Ubxn11,protein_coding,07,black
ENSMUSG00000012405,2,Rpl15,protein_coding,02,blue
ENSMUSG00000012428,13,Steap4,protein_coding,13,salmon
ENSMUSG00000012519,5,Mlkl,protein_coding,05,green
ENSMUSG00000012609,15,Ttll5,protein_coding,15,midnightblue
ENSMUSG00000012819,1,Cdh23,protein_coding,01,turquoise
ENSMUSG00000012848,2,Rps5,protein_coding,02,blue
ENSMUSG00000012889,3,Podnl1,protein_coding,03,brown
ENSMUSG00000013033,3,Adgrl1,protein_coding,03,brown
ENSMUSG00000013089,9,Etv5,protein_coding,09,magenta
ENSMUSG00000013160,2,Atp6v0d1,protein_coding,02,blue
ENSMUSG00000013236,1,Ptprs,protein_coding,01,turquoise
ENSMUSG00000013419,24,Zfp651,protein_coding,24,darkgrey
ENSMUSG00000013593,2,Ndufs2,protein_coding,02,blue
ENSMUSG00000013622,2,Atraid,protein_coding,02,blue
ENSMUSG00000013629,16,Cad,protein_coding,16,lightcyan
ENSMUSG00000013646,9,Sh3bp5l,protein_coding,09,magenta
ENSMUSG00000013698,18,Pea15a,protein_coding,18,lightgreen
ENSMUSG00000013736,4,Trnt1,protein_coding,04,yellow
ENSMUSG00000013787,17,Ehmt2,protein_coding,17,grey60
ENSMUSG00000013833,17,Med16,protein_coding,17,grey60
ENSMUSG00000013974,6,Mcemp1,protein_coding,06,red
ENSMUSG00000014030,3,Pax5,protein_coding,03,brown
ENSMUSG00000014075,4,Tctex1d2,protein_coding,04,yellow
ENSMUSG00000014164,7,Klhl3,protein_coding,07,black
ENSMUSG00000014177,12,Tvp23b,protein_coding,12,tan
ENSMUSG00000014198,5,Zfp385c,protein_coding,05,green
ENSMUSG00000014226,5,Cacybp,protein_coding,05,green
ENSMUSG00000014294,10,Ndufa2,protein_coding,10,purple
ENSMUSG00000014301,10,Pam16,protein_coding,10,purple
